"BAD";"LOAN";"MORTDUE";"VALUE";"REASON";"JOB";"YOJ";"DEROG";"DELINQ";"CLAGE";"NINQ";"CLNO";"DEBTINC"
0;21200;23088;56535;"DebtCon";"Other";27;0;1;216.1560174;0;24;27.395233882
0;23500;75708;102198;"DebtCon";"Mgr";2;0;0;231.43431589;5;23;42.179786422
0;14600;82051;118505;"DebtCon";"Other";7;0;0;173.5744163;1;20;35.890562469
0;20300;13838;30813;"DebtCon";"Other";0;0;0;39.645887291;1;3;29.98518301
0;7400;56596;72861;"HomeImp";"Mgr";3;0;1;141.96214925;0;23;28.300245637
0;10000;96000;112200;"DebtCon";"Office";16;1;0;258.73333333;0;16;34.7734055545
0;27100;44095;77587;"DebtCon";"Mgr";14;1;0;92.140029015;6;15;33.535547201
0;20900;133213;174787;"DebtCon";"Mgr";26;0;4;332.08282636;1;27;32.346398825
0;22600;131098;176119;"DebtCon";"Mgr";26;0;5;339.67701817;1;28;33.057559856
0;13700;90714;120292;"DebtCon";"Office";11;0;0;215.61201633;0;13;40.304301343
0;17000;55820;88683;"DebtCon";"Office";0.5;0;0;74.033333333;0;23;34.7734055545
0;22100;86148;141472;"DebtCon";"Other";11;0;0;89.161466087;2;14;40.677297707
0;25000;99348;200000;"DebtCon";"Other";23;0;0;199.83333333;0;19;34.7734055545
1;13000;43744;60000;"DebtCon";"Self";22;0;1;21.266666667;1;15;34.7734055545
1;7000;19894;32500;"DebtCon";"Other";4;0;0;134.7;1;16;34.7734055545
0;17700;93302;116668;"DebtCon";"Other";20;0;0;283.04094598;0;16;25.225910201
1;20800;70758;89000;"DebtCon";"Other";0;4;2;107.53333333;3;19;34.7734055545
0;6800;71666;99913;"HomeImp";"Other";0;0;1;196.46499893;0;31;35.761604731
0;11500;22758;36922;"DebtCon";"Office";7;0;1;103.04811711;0;16;19.020168304
0;36400;86853;131508;"DebtCon";"Mgr";30;0;0;349.69439938;0;19;40.107031361
0;20900;60553;91364;"DebtCon";"Office";1;0;0;75.563803334;0;22;37.411200653
0;25500;73083;126995;"DebtCon";"Office";1;0;0;289.20089863;1;24;37.316207652
1;15000;4734;55500;"HomeImp";"Other";24;2;0;14.6;1;1;34.7734055545
0;16500;48491;112677;"HomeImp";"Office";2;0;2;138.0960861;1;23;37.253333224
0;20500;37437;65004;"DebtCon";"Other";1;0;0;120.42671611;0;17;22.52545512
0;23700;104752;143913;"HomeImp";"Other";7;0;0;173.5744163;1;20;36.761014189
0;25200;55823;90658;"DebtCon";"Office";0;0;0;85.314143075;0;22;35.571294933
0;5900;65444;51189;"HomeImp";"Other";1;0;0;173.5744163;0;0;12.749180645
0;15200;41049;50892;"DebtCon";"ProfExe";1;0;0;276.16735776;1;34;38.379833716
0;12400;115004;144760;"DebtCon";"ProfExe";2;0;0;279.5221733;1;46;35.614731425
0;23400;89427;106590;"HomeImp";"Other";6;0;0;173.5744163;1;20;29.371651522
1;40000;65444;850000;"HomeImp";"Other";17;0;0;186.66666667;1;24;34.7734055545
0;7800;69662;80498;"HomeImp";"Other";4;0;0;100.42833098;0;14;42.807341953
0;20000;65444;90000;"HomeImp";"Other";8;0;0;181.7;1;16;34.7734055545
0;10200;84196;91642;"DebtCon";"Other";1;0;0;104.83507193;1;32;38.376112633
0;6500;65444;37448;"HomeImp";"Other";7;0;0;333.23089989;1;11;29.011980578
0;26200;105096;136580;"DebtCon";"Mgr";9;2;0;181.35859173;4;17;39.187361612
0;50900;65444;85196;"HomeImp";"Other";7;0;0;351.45087807;0;6;21.595479997
0;18100;71814;89941;"DebtCon";"Other";10;0;0;83.167810785;3;11;32.285405494
0;9000;64917;102270;"DebtCon";"Other";10;0;0;213.03333333;0;21;34.7734055545
0;4200;66272;82953;"HomeImp";"Other";3;0;0;110.27866259;0;15;43.450587911
0;15500;46125;63276;"DebtCon";"Mgr";27;0;0;298.47641102;0;16;39.30720132
0;6900;70717;87466;"HomeImp";"Other";2;0;0;112.58906066;0;15;41.428089899
0;11100;82329;100139;"HomeImp";"ProfExe";5;0;0;108.53256364;0;26;26.099258701
0;30000;77853;114746;"HomeImp";"Other";6;0;0;114.58372248;10;21;43.29474364
0;16800;58193;82942;"DebtCon";"Other";1;0;0;320.06300966;3;16;42.845962863
0;22200;57458;102195;"HomeImp";"ProfExe";18;0;0;628.15806161;1;24;20.496216103
0;9700;39141;48905;"DebtCon";"Other";13;0;0;89.83593974;0;11;32.4314097
0;31900;104092;143832;"DebtCon";"Other";15;0;0;235.20181946;1;40;43.691524423
0;14300;111623;127049;"DebtCon";"Other";2;0;0;145.10187268;1;26;34.429631976
0;20300;71387;107363;"HomeImp";"Other";4;0;0;219.87473017;0;13;29.567221404
0;20000;69742.61;180000;"DebtCon";"Other";11;0;0;366.3;1;17;34.7734055545
0;22800;65444;57761;"DebtCon";"Other";7;0;0;310.48293878;0;18;38.505705059
0;37400;96798;145550;"DebtCon";"Other";12;0;0;63.901676947;1;35;40.594851726
0;41400;65444;46000;"DebtCon";"Other";7;6;0;112.79603175;1;20;34.7734055545
0;16000;77067;94613;"DebtCon";"Other";5;0;0;207.4133904;3;18;41.058989067
0;31300;106960;144201;"DebtCon";"Other";15;0;0;230.41303519;0;40;42.666659574
0;8900;77261;96434;"DebtCon";"ProfExe";3;0;0;144.03700388;0;26;33.908465844
1;15000;65444;27500;"HomeImp";"Other";11;1;1;62.3;2;3;34.7734055545
0;10600;31216;44716;"DebtCon";"Other";8;0;1;149.19464754;6;29;37.88226039
0;5200;65444;36425;"DebtCon";"Other";2;0;0;266.81346457;1;14;23.797401058
0;17800;65444;95639;"DebtCon";"Other";7;0;0;179.84935161;1;9;33.142257222
0;15800;74575;95815;"DebtCon";"Other";7;2;0;69.581348102;0;21;24.108726876
0;8200;65444;33540;"HomeImp";"Office";21;0;0;178.68792754;0;15;36.601698856
0;11100;82849;113913;"HomeImp";"ProfExe";10;0;1;167.36102992;0;27;35.763333479
0;16700;86076;130341;"DebtCon";"ProfExe";12;0;0;295.95433961;0;18;28.447992405
1;8800;108608;89000;"DebtCon";"Mgr";0;0;6;253.47175859;4;23;34.7734055545
1;7100;39000;55000;"DebtCon";"Other";12;0;1;192.76666667;2;31;34.7734055545
0;13800;18714;47905;"HomeImp";"Office";25;0;0;259.10302278;0;19;29.479662342
0;12500;83276;129116;"DebtCon";"Office";7;0;0;138.68795496;0;22;39.589961826
0;23100;75837;183443;"DebtCon";"Other";9;0;0;377.29103995;0;17;31.435316117
0;10700;85198;107044;"HomeImp";"ProfExe";0;0;0;66.758325469;0;19;36.846466819
1;4500;66517;87000;"DebtCon";"ProfExe";10;0;4;125.8;0;34;34.7734055545
0;23600;56023;83659;"DebtCon";"Mgr";5;0;0;267.75553453;2;25;32.200781329
0;12000;63589;75959;"HomeImp";"Office";14;1;0;253.61692796;1;31;43.15970058
0;17600;61093;97551;"DebtCon";"Office";0;0;0;75.060829426;0;22;35.562993202
0;15900;90017;114267;"DebtCon";"ProfExe";8;0;0;205.21832935;2;36;41.230512181
0;41100;59463;112626;"DebtCon";"Mgr";16;0;0;210.20396948;0;22;40.439555696
1;9300;84900;105798;"DebtCon";"ProfExe";2;0;0;41.807204596;1;3;26.956697896
0;50000;43689;104139;"HomeImp";"Self";9;0;0;219.41723912;2;35;38.559389057
0;17600;59347;68667;"DebtCon";"Office";0;0;0;185.27496096;0;25;30.052323948
0;15400;7839;48276;"DebtCon";"ProfExe";4;0;0;315.17831848;0;16;18.301959465
0;18300;90337;103864;"HomeImp";"ProfExe";3;0;0;118.53458669;0;25;39.720488984
0;20000;9722;173518;"HomeImp";"Mgr";21;0;0;89.211954836;2;20;31.120877405
0;15000;50000;90000;"DebtCon";"ProfExe";5.5;0;0;130.86666667;2;22;34.7734055545
0;12900;18106;37881;"DebtCon";"Mgr";8;0;0;134.38410886;0;10;20.515961862
0;40900;149281;202877;"HomeImp";"ProfExe";4;0;0;156.78306895;0;30;34.416519814
0;2300;102370;120953;"HomeImp";"Office";2;0;0;90.992533467;0;13;31.588503178
0;28200;185607;227617;"DebtCon";"ProfExe";0;0;0;311.06275541;0;33;42.435284999
0;7500;44744;60518;"DebtCon";"Other";6;0;0;79.411229994;1;16;34.397441727
0;13600;87294;115183;"HomeImp";"ProfExe";11;0;2;185.33850577;0;28;35.549808739
0;20000;43087;61438;"DebtCon";"Other";14;0;0;276.56241531;0;20;29.295178776
0;20400;86559;123114;"DebtCon";"Other";9;0;0;280.79322574;2;16;34.439171107
0;23900;21549;49842;"DebtCon";"Other";25;0;0;300.29631253;1;12;30.203989283
0;17100;100082;119585;"DebtCon";"ProfExe";1;0;0;147.91580911;0;29;34.734277161
0;20700;72698;96691;"DebtCon";"Other";7;2;0;233.5953067;1;13;42.62634036
0;32200;118793;171024;"DebtCon";"ProfExe";16;0;0;119.60347765;1;16;29.011327721
0;17200;89507;121047;"DebtCon";"Other";14;0;0;118.86613395;1;9;34.602827396
0;71200;196601;289430;"DebtCon";"Self";12;0;0;226.91430725;2;25;29.220351072
1;4500;57000;89000;"HomeImp";"Other";5;0;0;222.6;1;13;34.7734055545
0;13500;116123;145597;"DebtCon";"ProfExe";3;0;0;290.31077491;0;46;34.69906743
0;23900;27800;43403;"DebtCon";"Other";27;0;0;307.62423878;1;12;31.913704682
0;18000;65444;53365;"DebtCon";"Other";7;0;0;340.46080102;1;17;30.575650029
0;25300;122933;157009;"DebtCon";"Mgr";3;0;0;280.57384454;0;24;38.740801417
0;28800;151328;194243;"HomeImp";"Self";2;0;0;174.97705282;0;17;42.112540128
0;36200;38010;59111;"DebtCon";"Other";7;0;0;173.5744163;6;0;31.332141485
1;21900;52735;75372;"DebtCon";"ProfExe";5;0;1;217.02094018;6;23;34.015914976
0;27700;120070;153652;"DebtCon";"Office";4;0;0;300.16806121;2;35;43.920191228
1;11900;29822;48574;"DebtCon";"Office";13;0;0;132.4016914;0;4;36.611156973
1;1800;48649;57037;"HomeImp";"Other";5;3;2;77.1;1;17;34.7734055545
0;27900;66027;102745;"DebtCon";"ProfExe";9;0;0;298.10325142;1;32;38.250306047
0;8400;43900;55000;"DebtCon";"Office";1;0;0;169.43333333;1;21;34.7734055545
0;31300;119911;171916;"DebtCon";"ProfExe";16;0;0;140.44947135;0;16;27.689910704
1;34400;155536;169503;"DebtCon";"Office";10;0;0;107.7099227;4;32;58.826929601
0;34700;81688;131993;"DebtCon";"Mgr";27;0;0;327.49235981;0;19;41.212640823
1;15500;38900;60500;"DebtCon";"Other";8;7;4;95.9;2;53;34.7734055545
0;33200;23858;40268;"DebtCon";"Other";0;0;0;56.603895448;0;7;16.695828595
0;6200;133882;155222;"HomeImp";"ProfExe";9;0;0;212.53764322;0;19;20.616783656
0;19000;43074;75700;"DebtCon";"Other";7;0;0;173.5744163;1;20;34.7734055545
0;26100;113266;182082;"DebtCon";"Sales";18;0;0;304.85246909;1;31;33.193949357
0;11000;57554;68222;"DebtCon";"ProfExe";14;0;0;215.43179389;3;32;36.569347898
0;10400;57816;82047;"HomeImp";"Other";3;0;1;176.65689456;0;12;30.674205288
0;8600;42226;50386;"HomeImp";"Mgr";21;1;0;223.32646239;0;17;34.927866116
0;6300;58052;70091;"DebtCon";"ProfExe";9;0;4;153.78043854;1;30;21.719595981
0;16000;71670;84124;"DebtCon";"Other";10;0;0;81.596128837;3;12;32.948898967
1;15000;96931;137390;"DebtCon";"Other";0.2;0;0;114.86666667;1;16;34.7734055545
0;15000;72000;95000;"DebtCon";"Other";0;0;0;147.1;1;18;34.7734055545
0;24200;150939;183208;"DebtCon";"Other";1;0;0;205.77680196;0;34;39.656334058
0;38900;198749;270751;"DebtCon";"ProfExe";4;0;0;245.89544438;0;32;29.622368686
0;9700;21883;67432;"HomeImp";"Office";24;0;0;308.99557574;1;12;41.414280651
0;15200;65000;92000;"DebtCon";"Office";1;0;0;152.13333333;4;20;34.7734055545
0;10100;55559;89231;"HomeImp";"Other";16;1;0;175.55557129;0;29;26.900320998
0;16400;63574;88586;"HomeImp";"Other";7;0;0;298.14655172;0;20;29.153372016
0;14900;97646;139884;"HomeImp";"ProfExe";13;0;0;119.08311639;5;22;36.360597073
0;16200;76211;104348;"DebtCon";"Other";0;0;0;141.04682436;1;18;33.334411917
0;8300;65444;41438;"HomeImp";"Other";7;0;0;302.85663286;1;12;30.104071436
0;8300;54039;89301;"HomeImp";"Other";18;0;0;173.19132242;0;28;26.266815752
1;13400;58307;71810;"DebtCon";"Other";9;0;2;82.708309337;2;32;36.947798216
0;18600;96476;119780;"DebtCon";"Office";0;0;2;264.15312468;0;29;40.805743364
0;18000;23000;46000;"DebtCon";"Other";0.2;0;0;312.53333333;1;25;34.7734055545
1;25000;26743;57000;"DebtCon";"Other";2;0;0;90.6;3;19;34.7734055545
0;22000;65444;72304;"HomeImp";"Office";9;0;0;120.53201836;2;4;20.176213451
0;18500;14111;71628;"DebtCon";"Office";7;0;0;246.99093051;0;22;39.611541723
0;21800;96709;123613;"DebtCon";"Self";3;0;0;218.73033314;2;27;35.874494554
0;8000;70917;83500;"DebtCon";"Mgr";8;0;0;107.5;0;23;34.7734055545
1;10400;51200;76125;"DebtCon";"Other";12;0;0;132.36666667;0;16;34.7734055545
0;12000;87000;101200;"DebtCon";"Sales";13;0;2;151.13333333;1;18;34.7734055545
1;13300;67483;85454;"DebtCon";"ProfExe";16;0;2;335.98931518;1;14;30.37586285
1;17500;91000;116000;"DebtCon";"ProfExe";0.5;0;0;188.73333333;3;26;34.7734055545
0;21800;133812;166893;"DebtCon";"ProfExe";6;0;0;169.76714449;0;37;20.059527176
0;10600;39061;50225;"DebtCon";"Other";15;0;0;77.114285108;0;12;32.587465652
0;36400;38263;57311;"DebtCon";"Other";7;0;0;173.5744163;7;0;31.536653577
0;4000;105164;112774;"HomeImp";"Office";1;0;0;94.724874167;0;13;29.390928055
0;18000;84824;115146;"DebtCon";"Other";21;0;0;293.98043579;0;16;27.097523474
0;28300;65444;29512;"HomeImp";"Other";24;0;0;78.109069731;2;14;30.513283442
0;14400;65444;69712;"DebtCon";"Other";0;0;0;173.5744163;0;0;2.553521964
0;9600;44553;48626;"HomeImp";"Mgr";20;0;1;226.45215948;0;18;35.555922893
0;4000;67625;80698;"HomeImp";"Mgr";11;0;1;212.34930388;0;25;39.128717628
1;11000;63975;235000;"HomeImp";"ProfExe";4;5;0;123.76666667;1;17;34.7734055545
0;25000;188545;241279;"DebtCon";"Other";9;0;0;102.5;2;26;34.7734055545
0;25300;139427;245988;"HomeImp";"ProfExe";28;0;0;366.11015141;1;18;36.27844415
0;15700;87754;103045;"HomeImp";"Other";21;0;0;147.45017701;4;23;29.181742636
0;10000;75976;91000;"DebtCon";"Other";10.5;0;0;171.46666667;5;22;34.7734055545
1;15000;98000;132790;"DebtCon";"Other";1.5;0;3;107.66666667;1;21;34.7734055545
0;21600;70832;96503;"HomeImp";"Office";13;0;0;136.39714173;0;14;37.580530415
0;13300;96201;124892;"HomeImp";"Mgr";3;0;3;178.03446327;0;26;40.102751827
1;7300;28500;42050;"HomeImp";"Other";3;0;0;173.5744163;1;20;34.7734055545
0;11000;21780;85505;"HomeImp";"ProfExe";19;0;0;240.68258102;0;10;24.404335112
0;12400;83018;96637;"DebtCon";"Other";2;0;0;95.902131333;2;32;41.244779194
0;34500;109000;159500;"DebtCon";"Other";7;0;0;250.63333333;3;14;34.7734055545
0;14600;4810;88000;"HomeImp";"Other";14;0;1;266.83333333;0;23;34.7734055545
0;12500;77792;100812;"DebtCon";"ProfExe";10;2;0;182.9569956;1;29;27.385873237
0;7800;38506;50309;"DebtCon";"Other";11;0;0;231.0011955;0;32;35.906115846
0;5500;87765;101053;"DebtCon";"ProfExe";22;0;0;55.558049044;2;13;31.375542416
0;10600;43676;61576;"DebtCon";"Other";6;0;0;84.839126053;1;10;30.868137501
0;26500;29751;57501;"DebtCon";"Office";1;0;0;114.35918901;2;7;37.075471865
1;15000;65444;54869;"DebtCon";"Office";8;0;0;173.5744163;1;20;34.7734055545
1;14700;63000;89250;"DebtCon";"ProfExe";4;0;0;87.466666667;0;28;34.7734055545
0;20200;65444;72469;"HomeImp";"Office";8;0;0;120.30325703;2;5;20.505771156
0;33200;195971;298682;"DebtCon";"Other";29;0;0;138.5666478;0;22;39.887562317
1;5500;65444;12972;"HomeImp";"Other";1;0;1;82.294266354;0;2;36.986744097
0;18800;66562;90325;"DebtCon";"Other";0;1;1;112.90326219;2;25;33.162271481
0;12500;10035;61897;"HomeImp";"Other";6;1;1;368.73779632;0;21;14.733594833
0;23700;58068;97948;"DebtCon";"Office";1;0;0;160.05823642;1;21;34.355460775
0;20900;65444;74233;"HomeImp";"Office";6;0;0;123.11488171;1;4;20.781741228
0;8200;65444;49362;"DebtCon";"Other";7;0;0;173.5744163;1;20;11.769692151
0;11200;66868;107794;"DebtCon";"Office";10;0;0;152.92982848;1;12;39.640828981
0;8000;45557;56235;"DebtCon";"Other";7;0;1;84.691134882;1;16;36.503160752
0;16500;52030;158296;"DebtCon";"ProfExe";20;0;0;218.53926573;0;27;22.484791751
0;16000;90900;152300;"HomeImp";"ProfExe";5;0;0;102.5;0;17;34.7734055545
0;18600;43438;69441;"DebtCon";"Office";1;0;0;229.2744494;0;11;35.800071424
0;11600;92613;108515;"DebtCon";"Other";11;0;0;206.8225881;3;16;39.111039466
0;16900;71672;96677;"DebtCon";"Other";1;0;0;153.79169482;0;30;35.327836168
0;27200;101680;134864;"DebtCon";"Office";10;0;1;150.59619803;0;29;40.880494666
1;20000;86019;94350;"DebtCon";"Other";3.7;0;1;119.7;0;16;34.7734055545
0;6400;39687;51666;"HomeImp";"Office";9;0;0;177.59135402;1;19;26.1209597
1;14000;64000;78000;"DebtCon";"ProfExe";7.4;0;0;174.43333333;0;20;34.7734055545
0;5700;49806;82242;"DebtCon";"Other";3;0;0;210.34747857;3;30;31.243408701
1;12000;28298;72000;"DebtCon";"Other";8;0;0;105.5;2;22;34.7734055545
1;20000;68958;99875;"DebtCon";"ProfExe";11;1;1;117.66666667;0;23;34.7734055545
1;2400;50000;73395;"HomeImp";"ProfExe";5;1;0;173.5744163;1;0;34.7734055545
0;20700;140776;183621;"HomeImp";"Mgr";7;0;0;315.37439124;0;17;43.85601978
0;14300;85478;113372;"DebtCon";"ProfExe";9;0;0;190.75304367;1;36;40.778142317
1;19500;100077;122352;"DebtCon";"Office";3;0;0;58.861027463;0;9;38.121518334
0;18000;65444;97026;"DebtCon";"Other";7;0;0;182.59781573;1;9;30.675510367
0;16100;65444;29725;"DebtCon";"Other";11;0;0;85.951530438;2;8;33.496046557
0;38200;128081;196037;"DebtCon";"Mgr";7;0;0;197.86549208;0;24;32.567856908
0;17900;63559;81536;"HomeImp";"ProfExe";13;0;3;176.87076849;0;13;26.189767088
0;11000;92521;110704;"DebtCon";"Other";13;0;0;208.89848526;2;16;39.250433285
1;7000;25000;49840;"DebtCon";"Office";0.6;0;0;139;0;13;34.7734055545
0;26000;238005;260479;"HomeImp";"Self";5;1;0;242.29015949;2;51;35.457658789
1;20000;145500;194000;"HomeImp";"Self";4.5;0;0;67.9;5;5;34.7734055545
0;17000;97713;164869;"DebtCon";"Other";7;0;0;253.4763166;1;23;36.452295794
0;7700;65444;68131;"HomeImp";"Office";1;0;0;56.609906288;0;3;40.499820445
0;15800;51281;144202;"DebtCon";"Other";1;0;0;285.9978979;4;43;41.538051097
0;10600;28264;86546;"HomeImp";"ProfExe";20;0;0;244.14050903;0;11;24.20235008
1;24000;136000;89000;"DebtCon";"ProfExe";3;1;6;303.29428571;1;27;34.7734055545
0;39700;134586;193219;"DebtCon";"Mgr";7;1;0;179.06935574;0;25;32.041133968
0;10000;64375;72418;"DebtCon";"ProfExe";14;0;0;207.61730644;3;31;38.867949083
0;27900;113843;156282;"DebtCon";"ProfExe";7;0;0;109.95962619;2;27;33.942464847
0;11900;44142;54299;"HomeImp";"Other";22;0;0;123.47114722;0;22;37.154902302
0;33000;18026;57436;"DebtCon";"Other";0;0;0;94.118968045;0;5;37.749933733
0;43700;65444;48535;"DebtCon";"Other";7;6;0;95.719805446;1;19;26.981182976
0;19200;83591;109772;"HomeImp";"ProfExe";4;0;0;101.49881202;1;25;37.077041528
0;15000;89126;118300;"DebtCon";"Office";0.4;0;3;263.16666667;1;30;34.7734055545
0;13700;70018;89803;"HomeImp";"Office";24;0;0;154.75212087;1;13;39.389908828
0;25400;82553;107422;"DebtCon";"Mgr";9;1;0;305.75970536;2;29;32.72167844
1;27400;23939;56874;"DebtCon";"Office";3;0;1;197.8;0;11;34.7734055545
0;6400;81116;86148;"HomeImp";"ProfExe";8;0;0;262.17542613;0;11;42.068268179
0;23700;76196;100929;"DebtCon";"Other";17;0;0;180.73115396;1;13;41.526026449
0;13500;59352;87767;"HomeImp";"Other";7;0;0;300.57942292;0;19;28.118296895
0;5200;16324;45187;"HomeImp";"Self";7;0;0;221.11808171;0;11;42.712093844
1;44000;68600;125000;"DebtCon";"Self";5;0;2;92.3;0;23;34.7734055545
0;14400;20996;41987;"DebtCon";"Mgr";9;0;0;120.95551442;0;10;21.11871262
0;17000;54780;93091;"DebtCon";"ProfExe";4;0;0;115.37533239;1;21;37.50862467
1;10700;122000;148000;"DebtCon";"ProfExe";0.7;0;0;165.33333333;7;29;34.7734055545
0;8500;61607;81126;"HomeImp";"Other";16;0;0;222.21119026;1;35;34.729698093
1;7500;126000;151380;"HomeImp";"ProfExe";18;0;2;75.666666667;1;13;34.7734055545
1;15000;109000;155000;"DebtCon";"Office";0;3;2;105.5;1;28;34.7734055545
0;15700;35873;52800;"HomeImp";"Other";10;0;0;128.23591372;0;10;20.950252082
0;8200;64006;80409;"HomeImp";"Other";15;0;0;235.36324945;0;36;35.636720346
0;8700;68186;82518;"HomeImp";"Other";1;0;0;105.10225507;0;7;36.44893885
0;20300;82996;118224;"DebtCon";"Other";11;0;0;287.61160487;1;16;34.187083047
0;15300;22079;168281;"HomeImp";"Self";8;0;0;301.4910256;0;27;27.771122696
0;22800;49361;81914;"DebtCon";"Mgr";4;0;0;264.93706618;2;25;32.010244608
0;18100;62783;86066;"DebtCon";"Other";0;0;0;293.35858684;2;15;43.617714297
0;3600;61327;76484;"HomeImp";"Mgr";9;0;2;202.51077515;0;25;41.516389699
0;18600;60709;89683;"DebtCon";"Other";1;0;0;316.31385839;2;16;43.756566038
0;39400;148631;207976;"HomeImp";"ProfExe";6;0;0;151.25694622;0;31;35.43199305
0;50800;65444;91305;"HomeImp";"Other";7;0;0;344.95417824;0;7;23.519128515
1;7400;2063;100448;"HomeImp";"Other";7;0;0;96.133333333;0;14;34.7734055545
0;41500;97536;158739;"DebtCon";"Other";13;0;1;212.77443455;3;31;42.301907236
0;18100;22203;138057;"DebtCon";"Other";8;0;0;356.90906747;1;10;40.874382077
0;8300;67839;76502;"DebtCon";"ProfExe";9;0;0;58.560174005;3;24;38.974293529
0;50700;65444;83365;"HomeImp";"Self";9;0;0;190.22925104;0;21;25.655976854
0;25000;65444;45764;"DebtCon";"Other";7;0;0;107.14476083;1;12;27.779905337
1;13400;131524;148356;"DebtCon";"Other";4;1;0;110.74174156;2;29;48.340234737
0;11100;67366;102936;"DebtCon";"Other";9;0;0;213.28149573;0;20;19.078651168
0;10500;53537;66674;"DebtCon";"Office";4;0;0;83.503094799;2;11;37.098413449
0;10000;63218;76500;"DebtCon";"Office";5;2;3;183.66666667;3;30;34.7734055545
0;15900;71841;96424;"HomeImp";"Office";10;0;0;111.43725111;0;11;36.954969611
0;32800;37231;80347;"DebtCon";"Other";9;0;0;113.93659292;1;24;32.170019623
0;18000;88000;131300;"DebtCon";"Mgr";14;0;0;179.56666667;2;26;34.7734055545
0;15600;104458;137583;"DebtCon";"Other";1;0;0;280.78980103;0;46;41.23523649
0;21500;110712;178045;"DebtCon";"Office";6;0;0;212.60407973;4;24;43.310856295
0;20100;57192;82870;"DebtCon";"Other";5;0;0;91.701436768;0;7;36.635230799
0;4100;57992;63797;"DebtCon";"ProfExe";7;0;4;165.50503695;1;31;22.27817437
0;12700;65444;41396;"HomeImp";"Other";0;0;0;302.87005049;1;8;27.989466591
0;28200;148455;191419;"HomeImp";"Self";1;0;0;186.98304288;0;17;39.563303075
1;21100;72000;98000;"DebtCon";"Office";6;0;2;79.166666667;4;29;34.7734055545
0;24500;123319;159934;"DebtCon";"Mgr";2;0;0;300.62518954;0;25;37.786175201
0;15500;88929;115249;"DebtCon";"ProfExe";0;0;2;156.13091398;0;34;32.033870396
0;22400;16630;56824;"DebtCon";"Other";25;0;1;199.7384646;0;24;27.027787429
1;16200;71530;88569;"DebtCon";"Mgr";14;0;0;173.5744163;0;1;35.886710153
0;18000;49255;61752;"DebtCon";"Other";8;0;0;122.06196718;3;49;30.033722382
1;15000;89200;114750;"DebtCon";"ProfExe";11;0;0;114.6;0;27;34.7734055545
0;20200;25956;92553;"DebtCon";"ProfExe";7;0;0;156.2693203;0;21;28.290439504
0;23900;236803;267036;"HomeImp";"Self";7;0;0;252.07354491;1;50;38.074090593
0;21600;65444;54212;"DebtCon";"Other";7;0;1;303.43333333;0;19;34.7734055545
0;6200;75623;89634;"HomeImp";"Other";24;0;0;324.68682941;0;47;28.285532103
0;28400;36484;73478;"DebtCon";"Mgr";13;1;0;100.9750908;6;16;34.763993775
1;5600;5000;66700;"HomeImp";"Other";31;1;1;204.06666667;0;11;34.7734055545
0;22800;76502;101288;"DebtCon";"Other";20;0;0;188.07772245;0;12;40.351902286
0;16000;140979;181166;"DebtCon";"Mgr";9;0;0;236.70711828;0;21;27.841339881
0;11500;61264;75647;"DebtCon";"Office";11;0;0;262.89018789;3;36;39.547882702
0;25400;61907;87133;"DebtCon";"Office";0;0;1;81.49211941;0;22;34.36469831
0;36500;87683;131532;"DebtCon";"Mgr";32;0;0;351.02575198;0;20;40.178651378
0;15200;59745;81269;"DebtCon";"Other";8;0;0;173.5744163;1;20;26.985581223
0;12700;77068;98436;"HomeImp";"ProfExe";7;0;1;148.28809958;0;34;33.463697469
0;11600;36357;56514;"DebtCon";"Other";31;0;0;237.81896639;0;19;20.181582401
0;21300;101524;141859;"HomeImp";"ProfExe";10;0;0;162.32211917;0;23;31.987636327
0;5200;43039;53521;"HomeImp";"Office";11;0;0;184.29668729;1;19;24.414763177
0;12300;90006;121122;"DebtCon";"Office";9;0;0;133.49754075;1;21;36.91048167
0;22400;83990;111096;"DebtCon";"Other";7;0;0;175.40893633;1;25;39.972731755
0;18500;49367;71485;"DebtCon";"ProfExe";10;0;0;175.38704889;1;42;37.772221651
1;18200;139000;171350;"DebtCon";"Other";0.1;0;1;102.5;7;18;34.7734055545
0;12000;76674;97936;"DebtCon";"Mgr";5;0;0;147.91420273;2;27;41.225763159
0;15700;46423;72198;"DebtCon";"Other";0;0;2;267.4388553;1;10;36.529319583
0;8100;43553;88242;"DebtCon";"Other";2;0;0;207.94046872;4;30;31.329651718
0;20600;114947;173502;"DebtCon";"Office";4;0;0;219.33687955;4;24;40.543738916
0;23200;40905;81651;"DebtCon";"ProfExe";6;0;0;274.00207957;0;19;40.109442513
0;9500;35019;52710;"DebtCon";"Other";12;0;0;241.58177936;0;31;38.208667839
0;28900;134509;211558;"DebtCon";"ProfExe";10;0;0;247.84445257;2;27;20.610706647
0;52000;31305;83147;"HomeImp";"Other";3;1;0;268.38580771;7;14;42.402933466
0;25200;55283;103324;"DebtCon";"ProfExe";0;0;0;181.45136816;0;26;32.923860468
1;8500;48961;73550;"HomeImp";"Other";11;6;1;145.1;4;11;34.7734055545
0;15100;127045;163833;"DebtCon";"Office";4;0;0;135.97527671;0;21;25.861812336
0;22800;132706;170396;"DebtCon";"ProfExe";8;0;0;147.41494905;0;37;19.518531863
0;22700;36253;88461;"HomeImp";"Other";24;0;0;255.0887578;0;7;26.867617382
