"BAD";"LOAN";"MORTDUE";"VALUE";"REASON";"JOB";"YOJ";"DEROG";"DELINQ";"CLAGE";"NINQ";"CLNO";"DEBTINC"
0;9400;103973;119817;"DebtCon";"Other";18;0;2;182.6166394;2;16;37.337977192
0;9500;115186;131800;"DebtCon";"Self";7;0;0;177.05003605;0;19;33.43055804
0;9500;131394;162449;"HomeImp";"ProfExe";10;0;0;222.0095049;0;18;19.551242992
0;9500;59494;75930;"HomeImp";"Other";0;0;0;98.99850784;0;6;36.888436373
0;9500;42699;57680;"DebtCon";"Other";10;0;0;114.4929085;1;26;25.07515295
0;9500;43210;59692;"HomeImp";"Other";1;1;0;103.08948312;1;13;38.704985068
0;9500;58185;64576;"DebtCon";"Mgr";6;0;4;127.8552645;1;11;38.298309125
1;9500;65444;40000;"HomeImp";"Other";10;0;0;36.5;1;1;34.7734055545
0;9600;62405;69459;"DebtCon";"Other";0;0;2;86.431831744;2;18;36.260331272
0;9600;53277;60843;"DebtCon";"Office";0;0;0;180.28406155;0;21;37.950787581
0;9600;84333;201281;"HomeImp";"Self";14;0;0;13.213057261;1;7;17.825630936
0;9600;73000;99600;"HomeImp";"ProfExe";4.5;0;1;93.333333333;1;34;34.7734055545
0;9600;46683;61773;"DebtCon";"Office";1;0;0;171.05844903;1;20;38.005289312
0;9700;53527;58605;"DebtCon";"Office";4;0;0;75.584542581;3;12;36.709538909
0;9700;65444;64644;"HomeImp";"Other";7;0;0;368.07092408;0;6;36.573169598
0;9700;108000;210000;"HomeImp";"ProfExe";2.3;0;0;124.83333333;1;15;34.7734055545
1;9700;53000;56000;"DebtCon";"Office";2;0;0;75.033333333;5;18;34.7734055545
0;9700;8852;60599;"HomeImp";"Other";7;2;1;359.1044913;1;21;16.87198276
1;9700;32660;54536;"DebtCon";"Office";0;0;0;156.4821057;0;13;67.32490355
0;9800;54564;62109;"DebtCon";"Mgr";10;0;0;124.02162504;0;19;32.565686372
0;9800;15021;31900;"DebtCon";"Other";6;0;0;276.73420174;0;11;22.291249185
0;9800;58936;78078;"DebtCon";"Other";19;0;0;152.14012571;0;11;32.188760518
1;9800;36500;54000;"HomeImp";"Other";17;0;1;105.66666667;5;19;34.7734055545
0;9800;81199;206201;"HomeImp";"Self";12;0;0;2.8207855775;1;7;21.28386768
0;9800;49298;73426;"HomeImp";"Office";9;3;1;242.38901624;1;29;34.690361253
0;9800;80267;209931;"HomeImp";"Self";14;0;0;0.5071145295;1;8;19.969628699
0;9800;52973;65481;"HomeImp";"Other";10;0;0;101.47266767;2;33;36.878297002
0;9800;79767;93525;"DebtCon";"Other";0;4;0;173.5744163;0;4;31.290118994
0;9800;63891;72980;"DebtCon";"ProfExe";7;0;0;32.41493353;2;24;39.37186986
1;9900;37609;120186;"DebtCon";"Other";7;0;0;176.36783901;3;30;53.178911112
1;9900;88236;104953;"DebtCon";"ProfExe";1;0;0;51.648705242;0;2;28.622632092
0;9900;55231;78708;"DebtCon";"Office";4;0;0;85.801476116;2;15;24.594992574
0;9900;47367;114837;"DebtCon";"ProfExe";4;0;0;210.43553362;0;10;25.042108535
0;9900;74009;108371;"DebtCon";"Office";1;0;0;246.09476485;0;36;17.257117147
0;9900;82697;100689;"DebtCon";"ProfExe";3;0;0;133.36579062;0;26;33.591716314
0;9900;47865;88105;"HomeImp";"Other";18;0;0;203.02399137;0;17;34.553305392
0;9900;55342;72357;"DebtCon";"Mgr";7;0;3;111.99885488;1;11;39.870340357
1;10000;34350;54146;"DebtCon";"Other";3;0;0;144.42288892;0;18;31.539013395
0;10000;68807;76581;"HomeImp";"Office";14;0;0;237.6478941;0;32;42.335573512
0;10000;84580;118924;"HomeImp";"Office";31;0;0;341.94497562;2;37;35.248897631
1;10000;86000;111000;"DebtCon";"Other";6.5;0;1;91.966666667;3;17;34.7734055545
1;10000;65444;25010;"HomeImp";"Self";5;0;3;326.13333333;4;17;34.7734055545
1;10000;65444;89000;"HomeImp";"Other";7;0;0;173.5744163;1;20;34.7734055545
0;10000;63005;78500;"DebtCon";"Other";3;0;0;171.76666667;1;35;34.7734055545
0;10000;65444;42497;"HomeImp";"Mgr";6;0;0;165.43333333;1;9;34.7734055545
0;10000;59764;77870;"DebtCon";"Sales";7;0;0;136.9;0;35;34.7734055545
0;10000;65444;23400;"HomeImp";"Other";28;0;0;206.96666667;1;5;34.7734055545
0;10000;57068;72000;"DebtCon";"Other";12;0;0;257.7;0;27;34.7734055545
0;10000;48041;76050;"HomeImp";"Other";3;0;2;185.7;0;13;34.7734055545
0;10000;10000;68250;"DebtCon";"ProfExe";20;0;2;398.8;1;12;34.7734055545
1;10000;42300;89000;"DebtCon";"Mgr";11;1;0;31.4;3;5;34.7734055545
1;10000;62000;80000;"DebtCon";"Other";5;0;1;97.4;4;30;34.7734055545
1;10000;41741;56000;"DebtCon";"Office";3;0;0;20.233333333;2;6;34.7734055545
1;10000;59929;89000;"DebtCon";"Other";5;0;0;173.5744163;1;20;34.7734055545
1;10000;48840;58740;"HomeImp";"Other";15;2;2;194.8;0;39;34.7734055545
1;10000;84000;132965;"DebtCon";"Sales";30;0;0;325.63333333;1;24;34.7734055545
1;10000;65000;80000;"DebtCon";"Other";2;0;0;26.366666667;3;2;34.7734055545
1;10000;16288;48600;"DebtCon";"Other";24;0;0;268.83333333;1;16;34.7734055545
0;10000;127319;194992;"HomeImp";"Office";1;0;1;337.6899717;0;16;41.447505948
0;10000;48769;65328;"DebtCon";"Office";4;0;1;104.69524068;3;12;39.049359218
0;10000;133879;157446;"HomeImp";"ProfExe";6;0;1;421.36287218;1;42;30.606998702
1;10000;36000;68800;"DebtCon";"Other";13;0;0;118.66666667;6;15;34.7734055545
0;10000;41949;51684;"DebtCon";"Other";15;0;0;84.123450947;0;12;31.267318776
0;10100;45493;54605;"HomeImp";"Mgr";21;0;1;234.59177844;0;18;36.594664037
0;10100;57881;69554;"HomeImp";"Other";29;0;3;189.92452243;1;24;34.61045543
0;10100;54873;73085;"HomeImp";"Other";5;0;1;252.25289259;1;16;38.727417297
0;10100;49683;55728;"DebtCon";"Other";0;0;0;91.095794879;0;20;37.133107539
0;10100;58446;71145;"HomeImp";"Other";4;0;1;244.62436764;1;15;38.117306388
0;10100;55738;73266;"DebtCon";"Office";5;0;0;85.635235028;1;14;24.534325065
0;10100;154005;175684;"HomeImp";"Office";4;0;0;189.36630726;0;56;33.971221884
0;10200;44000;57000;"DebtCon";"Other";0;1;0;191.73333333;2;13;34.7734055545
0;10200;102281;114277;"DebtCon";"Office";15;0;0;263.2869775;0;16;36.827785946
0;10200;70882;98154;"DebtCon";"Other";16;0;0;153.11813626;3;15;25.119955899
0;10200;82630;99250;"DebtCon";"Other";1;0;0;107.52855981;1;32;40.280974865
1;10200;52310;74117;"DebtCon";"Other";13;0;3;118.69578554;2;23;34.7734055545
0;10200;77571;102732;"HomeImp";"ProfExe";6;0;0;100.62966346;0;34;37.361513569
0;10200;60180;72370;"DebtCon";"Mgr";5;0;0;125.29486665;1;23;42.504613543
0;10200;54900;79000;"DebtCon";"Office";14;0;0;113.63333333;0;24;34.7734055545
0;10200;46140;56206;"DebtCon";"Other";8;1;0;115.78062817;1;25;22.313705147
0;10200;38223;60728;"DebtCon";"Mgr";7;0;0;173.5744163;1;20;35.347853825
0;10200;61179;69591;"DebtCon";"Other";18;0;0;148.70447764;1;11;34.472204606
0;10200;57142;72664;"DebtCon";"Other";19;0;0;158.18580391;1;12;32.49748842
0;10200;80969;100937;"DebtCon";"Other";9;0;0;168.74982105;4;21;39.698429807
0;10200;79257;105912;"HomeImp";"ProfExe";3;0;0;95.35537249;0;33;39.391365195
0;10300;61000;75000;"DebtCon";"Office";12;0;0;251.53333333;4;37;34.7734055545
0;10300;46609;63812;"DebtCon";"Other";1;0;0;184.78841632;2;13;29.140031372
0;10300;65444;50548;"HomeImp";"Mgr";5;0;0;165.55319924;1;9;23.886330813
0;10300;50714;56088;"DebtCon";"Office";1;0;0;163.08914819;1;21;37.973055369
0;10300;74624;96697;"DebtCon";"Office";7;0;0;217.23532123;3;28;41.511300788
0;10300;75483;99345;"DebtCon";"ProfExe";3;0;0;133.79051006;0;25;34.887236085
0;10300;82889;97189;"DebtCon";"Mgr";2;0;0;82.507446213;2;24;39.53698719
0;10300;56127;72294;"HomeImp";"Other";28;1;3;184.34575081;0;24;34.634235614
0;10300;65444;51053;"HomeImp";"Other";10;1;0;306.99220543;2;12;34.483878415
0;10400;56610;86831;"HomeImp";"Other";19;0;0;190.08482952;0;28;24.602658554
0;10400;11426;69294;"DebtCon";"ProfExe";20;0;1;396.92626454;1;11;20.291988939
0;10500;60145;63268;"HomeImp";"Other";4;0;0;122.49607792;0;34;36.736870753
0;10500;64295;73594;"DebtCon";"Other";19;0;0;157.24655028;0;11;33.556312248
0;10500;154434;179486;"HomeImp";"Office";5;0;0;182.35389999;1;55;34.983459334
0;10500;64331;65040;"HomeImp";"Other";4;0;0;66.541057817;1;20;42.332124341
0;10500;65444;73388;"HomeImp";"Other";7;0;0;367.23086382;0;7;36.842174626
0;10500;88829;114962;"DebtCon";"Other";13;0;0;206.21222804;3;15;37.864946214
0;10500;57372;67960;"DebtCon";"ProfExe";1.5;0;0;158.26666667;2;35;34.7734055545
1;10500;41500;56247;"DebtCon";"Other";8;0;1;70.033333333;2;24;34.7734055545
0;10500;42003;53754;"DebtCon";"Other";16;0;0;84.551104187;0;12;32.342959321
0;10500;34044;55784;"DebtCon";"Other";10;0;0;245.1308598;1;32;36.350329432
0;10500;12630;32220;"DebtCon";"Other";7;0;0;173.5744163;1;20;34.345859886
0;10600;47701;66500;"DebtCon";"Other";10;0;0;103.01428965;0;23;37.310006097
0;10600;37742;64334;"DebtCon";"Mgr";7;0;0;173.5744163;1;20;37.541257884
0;10600;80386;106526;"HomeImp";"ProfExe";1;0;0;64.066735538;1;19;34.104697064
0;10600;82894;124359;"HomeImp";"Other";7;0;0;173.5744163;1;20;40.325885318
0;10600;61513;73143;"DebtCon";"ProfExe";2;0;0;164.56765548;2;34;43.204953133
1;10600;53200;71000;"DebtCon";"ProfExe";2;0;0;224.23333333;5;39;34.7734055545
0;10600;136820;201820;"DebtCon";"ProfExe";2;0;0;68.353056056;1;22;38.0722099
0;10600;73844;107640;"HomeImp";"ProfExe";3;0;0;92.979490511;0;34;37.319289307
0;10600;83217;101359;"DebtCon";"Mgr";1;0;0;54.746622005;2;24;40.76038718
0;10600;56352;75277;"DebtCon";"Office";5;0;0;98.377278192;2;15;26.242394307
1;10700;34000;49756;"HomeImp";"Other";0.9;1;0;230.3;8;8;34.7734055545
0;10700;67523;85560;"DebtCon";"Sales";5;0;0;126.84293494;0;35;26.001665333
0;10700;54091;67661;"HomeImp";"Other";27;0;2;188.53398908;0;24;38.589372345
0;10700;115118;124198;"DebtCon";"Self";6;1;0;174.34182326;0;19;31.75799058
0;10700;110789;126781;"DebtCon";"Self";6;0;1;178.6374675;0;19;31.888936384
0;10700;51224;70399;"DebtCon";"Mgr";5;0;0;110.67744165;1;23;42.939294407
0;10800;199000;226000;"HomeImp";"ProfExe";11;0;0;236.36666667;0;22;34.7734055545
1;10800;64305;107374;"DebtCon";"ProfExe";9;0;0;97.861325762;0;36;36.996385659
0;10800;98568;121994;"DebtCon";"Office";15;0;0;270.26516526;0;16;33.658292221
0;10800;32870;61572;"DebtCon";"Mgr";7;0;0;173.5744163;1;20;38.490246959
0;10800;70214;83882;"DebtCon";"Office";4;1;2;172.79930087;3;30;38.588823585
0;10800;44355;57742;"HomeImp";"Other";20;0;1;129.73199214;0;22;38.042767861
0;10800;31149;67239;"DebtCon";"Mgr";7;0;0;173.5744163;1;20;35.265437376
1;10800;52600;66700;"DebtCon";"ProfExe";2;0;0;110.56666667;5;26;34.7734055545
0;10800;78898;86567;"DebtCon";"ProfExe";9;0;0;179.83082878;0;12;40.291951983
0;10800;61791;78361;"DebtCon";"Office";5;0;0;94.518067782;2;15;28.088524645
0;10800;83441;92148;"DebtCon";"Mgr";5;0;0;119.14584404;1;26;40.978635322
0;10800;13365;66979;"HomeImp";"Other";9;2;1;346.9796514;1;22;16.48162968
0;10800;42191;57224;"DebtCon";"Other";15;0;0;68.810826166;0;11;30.518229752
0;10800;61767;72668;"DebtCon";"ProfExe";15;0;0;228.98545319;3;32;37.91433471
1;10900;86754;110000;"DebtCon";"ProfExe";13;0;2;103.43333333;0;19;34.7734055545
0;10900;25061;35792;"DebtCon";"Other";3;0;0;173.5744163;1;20;37.10471224
0;10900;59029;76120;"DebtCon";"Other";2;0;0;231.73414438;0;10;36.025683828
0;10900;45028;61014;"DebtCon";"Other";10;0;0;72.494660925;0;23;35.667645974
1;10900;49352;56529;"DebtCon";"Other";7;0;1;78.833617625;2;23;36.174955236
0;11000;14046;34777;"DebtCon";"Other";5;0;0;256.63415201;0;11;22.447943315
0;11000;52602;61496;"DebtCon";"Other";13;0;0;107.34006616;0;22;37.699108592
0;11000;21738;86586;"HomeImp";"ProfExe";20;0;0;241.06079106;0;10;25.21859995
0;11000;50716;61492;"DebtCon";"Other";3;0;1;90.230329762;0;20;38.255862022
1;11000;77517;86214;"HomeImp";"ProfExe";2;2;0;352.37913787;0;28;28.030214206
1;11000;49000;66922;"DebtCon";"Other";11;0;2;91;3;32;34.7734055545
1;11000;62227;81250;"DebtCon";"Office";9;0;5;123.76666667;3;34;34.7734055545
1;11000;41000;63450;"HomeImp";"Other";2.9;0;0;173.5744163;1;20;34.7734055545
0;11000;54641;65705;"DebtCon";"Other";5;0;0;323.19292763;0;10;33.299628394
0;11000;85758;108661;"HomeImp";"Mgr";11;0;0;255.28741537;0;24;29.434867143
0;11000;43614;60831;"DebtCon";"Other";3;0;2;84.444746145;0;20;36.673648152
0;11000;77723;107245;"HomeImp";"ProfExe";5;0;0;115.55852962;0;26;26.91192966
0;11000;46093;60563;"DebtCon";"Mgr";4;0;0;190.48216428;1;21;29.578148133
0;11000;106762;123138;"DebtCon";"Other";2;0;0;131.01191573;0;25;32.80374334
1;11000;49000;68000;"HomeImp";"Other";2;2;3;9.1;3;15;34.7734055545
0;11000;65444;56851;"HomeImp";"Other";10;0;0;308.43564919;2;13;31.075616581
0;11000;48893;113223;"DebtCon";"ProfExe";7;0;1;237.09808129;0;9;22.003376409
1;11100;52028;77316;"HomeImp";"Other";7;0;2;194.48489733;1;12;30.797674365
0;11100;79226;88112;"DebtCon";"ProfExe";10;0;1;179.64827359;1;12;40.670904725
0;11100;72402;86584;"DebtCon";"Mgr";8;0;0;102.97207872;0;22;29.655713203
0;11100;17430;68499;"DebtCon";"ProfExe";20;0;2;403.96540093;1;12;21.758642612
0;11100;80922;95105;"DebtCon";"Other";3;0;0;90.881292261;2;31;38.120810575
0;11100;61856;77275;"HomeImp";"Other";4;0;1;243.71377409;1;16;36.564119563
0;11100;105226;122901;"DebtCon";"Other";3;0;0;113.68878037;1;26;33.896642978
0;11100;31999;61406;"DebtCon";"Other";31;0;0;239.05055657;0;19;20.961272939
0;11100;54496;71895;"HomeImp";"Other";6;0;0;125.76577489;0;16;35.506774068
0;11100;35782;45550;"HomeImp";"Other";8;0;0;109.28434579;0;3;36.159805919
0;11100;48031;107561;"DebtCon";"ProfExe";5;0;1;226.78110513;0;9;24.190326625
0;11100;50350;58837;"DebtCon";"Other";6;0;0;80.843216818;0;10;28.793166271
0;11200;19496;73140;"DebtCon";"ProfExe";20;0;1;399.24269191;1;12;23.374504567
0;11300;64437;79857;"DebtCon";"Office";5;0;0;88.789155967;2;14;27.899267889
0;11300;77926;89216;"DebtCon";"Mgr";6;0;0;146.81015408;2;26;39.466964223
0;11300;54984;63958;"DebtCon";"Mgr";4;0;0;190.92092996;1;16;28.086854837
0;11300;65444;28600;"HomeImp";"Office";20;0;0;190.03121757;0;15;39.008673024
1;11300;56602;71500;"DebtCon";"Office";11;2;1;52.8;12;20;34.7734055545
0;11300;77846;101984;"HomeImp";"ProfExe";5;0;0;112.38484554;1;27;28.298733642
0;11300;114392;214523;"HomeImp";"ProfExe";2;0;0;132.09765987;1;15;26.251830338
0;11400;65444;38246;"HomeImp";"Other";7;0;0;88.886975341;0;10;37.658388771
0;11400;125486;195284;"HomeImp";"Office";0;0;0;354.29028718;0;15;38.143068786
0;11400;56789;74016;"HomeImp";"Other";7;0;0;127.62547457;0;16;33.027143557
0;11400;84380;202186;"HomeImp";"Self";13;0;0;34.914371682;1;7;18.84034872
0;11500;53651;87547;"HomeImp";"Other";18;0;0;191.39688748;0;16;34.368650887
0;11500;43945;63337;"DebtCon";"Mgr";2;0;1;193.74248539;0;21;27.623493964
0;11500;70409;89099;"DebtCon";"ProfExe";9;0;0;169.40165199;0;11;40.174430056
0;11500;44097;58336;"DebtCon";"Office";0;0;0;173.31832075;0;20;38.191626025
0;11500;77143;86862;"DebtCon";"ProfExe";8;0;1;164.59640287;1;12;39.449692717
1;11500;21096;38952;"DebtCon";"Office";13;0;0;129.7;0;5;34.7734055545
1;11500;47597.57;75937.5;"DebtCon";"Other";13.5;0;0;89.4;0;7;34.7734055545
0;11500;64371;73636;"DebtCon";"ProfExe";2;0;0;162.11625392;1;35;39.791198955
0;11600;64143;78851;"DebtCon";"Office";6;0;3;201.36992202;3;29;35.795804943
1;11600;57939;69774;"DebtCon";"Mgr";5;0;0;91.99164592;0;12;72.264093333
0;11600;96882;118914;"DebtCon";"ProfExe";13;0;0;176.22191092;2;17;34.757740199
0;11600;129432;198705;"HomeImp";"Office";0;0;0;341.04732919;0;16;39.963258508
0;11700;47072;85090;"HomeImp";"Other";18;0;0;192.25318228;0;16;35.064864675
0;11700;40266;59097;"DebtCon";"Other";7;0;0;74.998098598;0;15;39.49702872
0;11700;84863;91737;"DebtCon";"Other";0;4;0;173.5744163;0;4;30.330811492
1;11700;62400;78000;"DebtCon";"Office";20;0;0;216.06666667;2;24;34.7734055545
0;11700;37093;62116;"DebtCon";"Mgr";7;0;0;173.5744163;1;20;37.010948765
0;11700;101520;110617;"DebtCon";"Other";18;0;2;198.54334807;1;16;38.721259448
0;11700;96532;107600;"DebtCon";"Other";12;0;0;214.86981675;2;15;40.287411441
1;11800;74512;93328;"HomeImp";"Office";4;5;0;117.91881998;1;16;58.295989944
0;11800;118053;125325;"DebtCon";"Self";5;0;0;181.17206513;0;18;33.200397325
1;11800;67678;108092;"HomeImp";"ProfExe";13;0;7;126.65823161;0;36;37.162689687
0;11800;44944;57132;"DebtCon";"Other";7;0;0;74.156045076;0;14;42.81224294
0;11800;86785;125552;"DebtCon";"Office";11;0;0;148.17649241;1;22;37.884449327
0;11800;116742;137385;"DebtCon";"ProfExe";15;0;1;170.54003506;1;33;30.785003591
0;11800;32257;59515;"DebtCon";"Office";23;0;0;231.59994452;0;29;25.701276422
0;11800;65444;51246;"HomeImp";"Other";11;0;0;305.5667157;2;13;32.500059069
0;11800;98877;110250;"DebtCon";"Other";18;0;2;195.86291677;1;16;36.871699423
0;11800;112146;140781;"DebtCon";"ProfExe";14;0;0;170.70050749;0;32;29.942492402
0;11900;56792;64130;"DebtCon";"Mgr";13;0;0;118.61259022;1;18;32.665746304
0;11900;65444;39433;"HomeImp";"Other";7;0;1;81.394829612;0;9;35.503664257
0;11900;71000;87000;"DebtCon";"Mgr";20;0;0;238.46666667;11;24;34.7734055545
0;11900;41009;68211;"DebtCon";"Office";23;0;0;234.92961744;0;28;28.391039297
0;11900;34222;59948;"DebtCon";"Office";24;0;0;228.0753508;1;29;25.728837383
0;11900;26601;52544;"HomeImp";"Other";0;0;0;240.6943608;0;11;40.775677146
0;11900;201264;227295;"HomeImp";"ProfExe";10;0;0;239.74336633;0;22;33.776336963
0;11900;89595;107895;"HomeImp";"Mgr";9;0;0;250.46824187;0;24;30.305388108
0;11900;81318;105454;"HomeImp";"ProfExe";6;0;0;92.136821036;1;33;37.525751033
0;12000;84172;123415;"DebtCon";"Office";9;0;0;139.01844935;1;21;38.582669884
0;12000;41182;59947;"HomeImp";"Other";23;0;0;118.17993915;0;22;37.131064161
0;12000;38130;68707;"DebtCon";"Office";23;0;0;234.88798047;1;29;26.301236902
0;12000;72786;84595;"DebtCon";"Office";4;2;2;198.76932508;3;30;38.090209026
1;12000;69000;92900;"HomeImp";"ProfExe";2;0;0;115.9;0;15;34.7734055545
0;12000;96000;135000;"HomeImp";"ProfExe";14;0;0;126.8;5;22;34.7734055545
0;12000;76187;93100;"DebtCon";"Other";0.5;0;0;144.06666667;0;23;34.7734055545
0;12000;42482;67800;"DebtCon";"ProfExe";19;0;0;199.9;0;16;34.7734055545
0;12000;44000;59500;"DebtCon";"Other";3.7;0;0;172.5;0;14;34.7734055545
0;12000;81000;105250;"DebtCon";"ProfExe";9;0;0;200.9;2;37;34.7734055545
0;12000;81000;99000;"HomeImp";"Other";20;0;0;136;4;24;34.7734055545
1;12000;65444;89000;"HomeImp";"Other";19;0;8;195.83333333;0;13;34.7734055545
1;12000;75373;102602;"HomeImp";"Other";6;2;0;99.366666667;0;21;34.7734055545
1;12000;87917;89000;"DebtCon";"Other";12.9;0;1;71;0;12;34.7734055545
1;12000;58730;80000;"DebtCon";"Office";10;0;4;123.1;3;25;34.7734055545
1;12000;15231;42845.01;"DebtCon";"Office";6.5;0;1;65.966666667;2;18;34.7734055545
1;12000;48786;89800;"HomeImp";"ProfExe";29.9;0;5;220.13333333;1;16;34.7734055545
0;12000;97650;115931;"DebtCon";"ProfExe";11;0;0;199.82804201;1;17;34.387943973
0;12000;84191;100654;"HomeImp";"ProfExe";0;0;0;79.677885378;1;20;33.773303262
0;12100;56335;86648;"HomeImp";"Other";17;0;0;206.24709466;0;17;35.127874351
0;12100;48622;83158;"HomeImp";"Other";4;0;2;191.56929158;0;12;29.204499555
1;12100;186062;227171;"HomeImp";"ProfExe";0;0;0;67.780848026;1;4;26.990532996
0;12100;96439;126328;"HomeImp";"Mgr";3;0;3;156.31913094;0;26;39.279313253
0;12100;31400;48000;"DebtCon";"Other";6;1;0;107.53333333;2;16;34.7734055545
0;12100;105104;144712;"HomeImp";"ProfExe";13;0;0;129.51880811;5;22;37.413774661
0;12100;18728;34443;"DebtCon";"Mgr";9;0;0;117.64828293;0;10;21.589836378
0;12200;57785;72971;"DebtCon";"Other";2;0;0;166.89946021;1;16;34.709643927
0;12200;80336;102618;"HomeImp";"ProfExe";2;0;0;79.730260623;2;19;34.405482343
1;12200;97000;109800;"HomeImp";"ProfExe";5;0;0;152.13333333;3;33;34.7734055545
0;12200;45095;64736;"DebtCon";"Other";9;0;0;249.67377106;0;18;31.635302623
0;12200;61302;90873;"DebtCon";"Other";2;0;0;35.973541612;1;4;39.973613155
0;12200;27118;87982;"HomeImp";"ProfExe";19;0;0;232.23699614;0;11;25.235438798
1;12200;53242;70400;"DebtCon";"Other";14;0;0;169.93066352;0;18;34.629427656
0;12200;90154;110479;"DebtCon";"ProfExe";9;0;0;196.92640591;2;37;43.189031502
0;12300;48866;73023;"HomeImp";"Office";11;3;1;251.62906201;1;29;32.876870739
1;12300;78000;101200;"HomeImp";"Other";0.4;0;0;145.06666667;1;19;34.7734055545
1;12300;50230;70000;"DebtCon";"Sales";1;0;0;184.36666667;2;20;34.7734055545
1;12300;77000;94000;"DebtCon";"Mgr";41;0;4;212.86666667;4;17;34.7734055545
0;12300;27859;48393;"HomeImp";"Other";10;0;0;82.760160333;0;3;34.385367068
0;12300;33061;46277;"DebtCon";"Other";8;0;1;154.8992783;7;28;39.701782857
0;12300;102908;124217;"HomeImp";"ProfExe";9;0;0;159.99402639;2;31;27.707443896
0;12300;68024;78800;"DebtCon";"Sales";7;0;0;125.50405141;0;35;29.293344354
0;12400;132894;198168;"HomeImp";"Office";0;0;1;355.1639113;0;16;40.540295366
0;12400;16375;36672;"DebtCon";"Mgr";8;0;0;120.67492799;0;11;24.089437148
0;12400;65444;69350;"DebtCon";"Other";0;0;0;173.5744163;0;0;2.3651954133
0;12400;115902;146813;"DebtCon";"ProfExe";1;0;0;288.46762658;0;45;33.054284333
0;12400;65444;65317;"HomeImp";"Other";7;0;0;349.27961082;0;6;35.714418429
0;12400;24769;87665;"HomeImp";"ProfExe";21;0;0;238.38276937;0;11;25.332201314
0;12500;56960;69014;"DebtCon";"Other";4;0;0;307.63666403;0;10;30.362483817
0;12500;65444;52026;"HomeImp";"Mgr";6;0;0;173.7172393;1;8;21.621195099
0;12500;77100;90550;"HomeImp";"Office";7;0;0;173.46666667;1;26;34.7734055545
1;12500;62000;102600;"HomeImp";"Other";10;2;6;226.43333333;4;42;34.7734055545
0;12500;53354;79893;"HomeImp";"Office";10;2;0;249.43595428;1;29;35.020885785
0;12500;26286;36002;"DebtCon";"Other";2;0;0;173.5744163;1;20;38.438681858
0;12600;84933;110253;"DebtCon";"ProfExe";8;0;0;192.42260626;1;37;40.845077791
0;12600;67860;103426;"DebtCon";"Other";9;0;0;202.15263385;0;20;18.347529385
0;12600;32742;41299;"DebtCon";"Other";10;0;1;170.40710644;7;29;37.802669594
0;12600;25000;37882;"HomeImp";"Other";8.8;0;0;87.2;2;12;34.7734055545
0;12600;85335;97094;"DebtCon";"Other";2;0;0;116.08660902;1;32;40.845246192
0;12600;37699;59874;"HomeImp";"Other";22;0;0;114.23595157;0;23;38.682676037
0;12600;76002;94236;"DebtCon";"Other";11;0;0;164.76230423;5;21;39.52570494
0;12700;204038;230920;"HomeImp";"ProfExe";10;0;0;242.91289344;0;22;29.801627319
0;12700;29471;48362;"HomeImp";"Other";9;0;0;79.902871414;0;4;36.020607901
0;12700;30061;58714;"DebtCon";"Other";29;0;0;230.8801537;0;19;20.637917598
0;12700;27459;38577;"HomeImp";"Mgr";16;0;0;72.329572042;0;9;31.605665455
0;12700;130867;201245;"HomeImp";"Office";0;0;1;340.79534444;0;15;40.168827023
0;12700;61840;73541;"DebtCon";"ProfExe";1;0;0;157.89244671;2;35;41.651691707
0;12700;79898;101989;"DebtCon";"ProfExe";9;2;0;214.99645978;1;29;29.306071113
0;12700;60122;93741;"DebtCon";"Other";0;0;0;38.334923849;1;3;42.109347732
0;12700;53199;82567;"HomeImp";"Other";3;0;1;185.32503543;0;13;27.390380405
0;12800;49349;70078;"DebtCon";"Other";9;0;0;240.90805914;0;17;31.754053954
1;12800;40932;72172;"DebtCon";"Other";20;0;0;162.04401039;0;16;37.51836575
0;12800;100241;113073;"DebtCon";"Other";17;0;1;197.27367923;1;15;39.467588446
0;12800;73624;103213;"DebtCon";"Other";10;0;0;201.65084421;0;20;19.557272829
0;12800;65444;89000;"DebtCon";"Other";7;0;0;173.5744163;1;20;25.132448542
0;12800;206527;227737;"HomeImp";"ProfExe";11;0;0;225.20132562;0;22;31.12184071
1;12800;111000;124500;"DebtCon";"Sales";7;1;0;203.9;2;40;34.7734055545
0;12800;76783;95007;"DebtCon";"Mgr";6;0;0;140.97202234;2;26;42.153616933
0;12800;46043;62531;"DebtCon";"Other";4;0;0;183.98210054;0;13;26.100802572
0;12800;75139;105289;"HomeImp";"ProfExe";8;0;0;151.85116589;0;35;31.210704737
0;12800;29100;39264;"HomeImp";"Other";7;0;0;93.395002466;2;12;31.283061018
0;12800;68729;90127;"HomeImp";"Office";23;0;0;163.98927891;1;14;39.424487787
1;12900;94000;89000;"DebtCon";"Office";8;0;1;205.93333333;0;19;34.7734055545
0;12900;64245;83823;"DebtCon";"Office";13;0;0;246.8377195;3;36;40.560130328
0;12900;92734;114285;"HomeImp";"Mgr";11;0;0;236.05277279;0;24;28.663416808
0;12900;83886;100782;"HomeImp";"ProfExe";5;0;0;115.07618603;1;27;27.979706434
1;12900;117900;143433;"DebtCon";"Mgr";6;0;0;227.93289343;0;35;47.619763526
0;12900;19688;77998;"DebtCon";"ProfExe";20;0;2;407.26116688;0;12;22.839078993
